mysql> \. Update.sql
Query OK, 284 rows affected (0.23 sec)

Query OK, 834 rows affected (0.06 sec)

Query OK, 1 row affected (0.04 sec)
Rows matched: 1  Changed: 1  Warnings: 0

Query OK, 27 rows affected (0.03 sec)
Rows matched: 27  Changed: 27  Warnings: 0

Query OK, 23 rows affected (0.07 sec)
Records: 23  Duplicates: 0  Warnings: 0

Query OK, 1 row affected (0.06 sec)
Records: 1  Duplicates: 0  Warnings: 0

mysql> \. selectSynthaticData.sql
ERROR: 
Failed to open file 'selectSynthaticData.sql', error: 2
mysql> \. selectSyntheticData.sql
+-----------------+-------+-----------------+-----------+--------------+--------------+----------------+
| employee_number | name  | location        | ssn       | home_address | phone_number | designation    |
|             277 | wiucj | bxyenmrqhcxhygb | 819713527 | rbhqw        |     92304697 | Nurse          |
|             278 | qeobv | qdqrubflnmrihsp | 717905942 | yfdjs        |     68636518 | Radiology      |
|             279 | uxpzx | qpdcpziegnlavxy | 372052600 | pdixr        |     46510528 | Doctor         |
|             280 | szvoa | edkgmmvslfrvxaz | 162207948 | ygcru        |     27082734 | Doctor         |
|             281 | utxsg | gzoeqkhprkrsohn | 203661423 | aofzz        |     77342237 | Nurse          |
|             282 | ytlkk | dodaxedyzlrkxzo | 653720642 | fzemp        |     64002385 | Radiology      |
|             283 | qgofa | gelmdvhepckxgir | 739689983 | eovbc        |     51732514 | Administration |
|             284 | ucjac | zttmozcwnvnfjsc |  98088273 | ivnyi        |     52989544 | Nurse          |
|             285 | hkzgp | doevdpghkxnppha | 939203997 | eihlt        |     64984706 | Administration |
|             286 | yljvl | lffkktgrzgaxysx | 651307833 | ldywl        |     55049547 | Nurse          |
|             287 | cmlot | qnzzzphyrqjgazp | 994474592 | hbrbj        |     23153381 | Doctor         |
|             288 | vslad | befixlyiknoezhz |  73537114 | jacva        |     10320245 | Nurse          |
|             289 | sbdxb | gmulgfixwsfshmb | 607312825 | ouqfs        |     75323210 | Administration |
|             290 | beoet | loyjdjkvjnwrsxr |  30233498 | jaggj        |     16336902 | Nurse          |
|             291 | gjmlz | ruhzfqwvnjbgiyz |  20170855 | jnwoz        |     97132261 | Nurse          |
|             292 | wkidb | binhbvbdoguagqp | 136718316 | oqbwg        |     41603816 | Nurse          |
|             293 | chdvg | qnxctzfzmrfqwmo | 170850689 | bclsp        |     48527492 | Administration |
|             294 | uyjno | ulnzkrzkjbwusrl | 175315348 | bqgpp        |     48748289 | Radiology      |
|             295 | jdwcu | ayxegigkrvkhokr | 866128427 | acmqo        |     81186470 | Nurse          |
|             296 | rwpfy | dvzflpghtlmcnse | 186687558 | lzzka        |     96575224 | Administration |
|             297 | jjqff | dmqmhcigyauowvb | 461958940 | iabvn        |     84562441 | Administration |
|             298 | xttmv | wajomxrtebmpfnu | 391170474 | ryaei        |     79509039 | Administration |
|             299 | makpo | grzhsqrxenibdav | 649788392 | jdtba        |     80759961 | Doctor         |
|             300 | rbxrg | phtgczhvgpqqqvh | 518177114 | ysrha        |     89822764 | Nurse          |
|             301 | silli | nvcbgwdgquopjab | 198069987 | rbnhm        |     82881467 | Doctor         |
|             302 | vqftb | dznwcspdyyxhqjo | 446758603 | vjvch        |     13002702 | Administration |
|             303 | wamez | ubfonztrhiblhrd | 603501075 | yyyum        |     92864120 | Radiology      |
|             304 | ehccq | qulmvtexvaqttro | 216599791 | wornn        |     92394434 | Radiology      |
|             305 | rpcvm | shmclqoubcauwzk | 568686887 | yarcj        |     20916078 | Administration |
|             306 | tihgl | aufqwqkukjpisdd | 538694840 | svfht        |     49738094 | Radiology      |
|             307 | bemvs | pwcaeovjsmcadqq | 215374901 | lyqqi        |     93901155 | Nurse          |
|             308 | kbgys | ofmyraoaloufmxn | 716739543 | fxark        |     35075478 | Radiology      |
|             309 | glnui | fntwmncnljlsktf | 317222029 | nunwf        |     37960860 | Administration |
|             310 | jkasf | hwgomdhafdaacvm | 746847528 | ocdnq        |     22161890 | Administration |
|             311 | lilhj | nveclquottnubdi | 558539812 | usevu        |     20102991 | Doctor         |
|             312 | mdoaa | ujcappkurfycdik | 656130242 | ksuif        |     78658210 | Doctor         |
|             313 | ypvap | lqfpkczhaaashos | 340246334 | flxye        |     29686119 | Administration |
|             314 | zeuzk | xvnvfslelglrlfm | 681218423 | urfyr        |     18560473 | Administration |
|             315 | tefeh | abdfxnzhmiwbpok | 734461290 | awzqk        |     99587479 | Radiology      |
|             316 | oulpk | wjfzrxgyfznbdpz | 336030912 | dbtca        |     95886996 | Administration |
|             317 | pmzvc | qkxsrzhxooufiip | 556941271 | jjurd        |     80423750 | Nurse          |
|             318 | ssdbu | rxlraryyoqtbmcl | 129944308 | bbyfw        |     74458312 | Nurse          |
|             319 | jxowv | tdgbhbroxhwflwp | 581165629 | kydom        |     23188885 | Administration |
|             320 | koygx | bvifysmwgiktvcn | 144080406 | zfxsx        |     35638613 | Doctor         |
|             321 | jpljw | ccwcqsdlzfqedan |  25671057 | mxyqy        |     30510761 | Nurse          |
|             322 | twcvk | ybpirqdfgkphhpy | 141769125 | rkvfv        |     63023392 | Doctor         |
|             323 | auwko | mhyopqkjpfzjtdp | 205443477 | liicv        |     96623803 | Nurse          |
|             324 | ecqne | qvcyqawerqirtmk | 921076873 | ohigg        |     71910059 | Administration |
|             325 | rfepz | grbphyxcnkadpju | 375520932 | ghbqe        |     72033443 | Administration |
|             326 | fejfv | mzadtsmqeherkgv |  24263144 | myghw        |     52447367 | Doctor         |
|             327 | fodsv | yyaajgpoqyfmltu | 119336737 | gfjae        |     93248052 | Radiology      |
|             328 | bhaof | oceeconuplarniq | 119272591 | rgoag        |     64644891 | Doctor         |
|             329 | nlrja | ysctwgvaaitgcoj | 100166320 | zkqek        |     91368400 | Administration |
|             330 | toupf | mwoeubqinsqvyla | 779494622 | jkqvh        |     20089656 | Administration |
|             331 | rxmid | bjaausqemnjuykq | 389456026 | yshpq        |     37930536 | Radiology      |
|             332 | onetv | tonshsejgoixxtg | 179793177 | gnnmt        |     71696898 | Doctor         |
|             333 | idzap | rrqachpqojekdlb | 223106621 | waxze        |     51467915 | Doctor         |
|             334 | jjeaq | fdvwxwjnaqxpcaz | 213467371 | yfkae        |     73899233 | Doctor         |
|             335 | ccfbd | ngpfebeebooypbv | 582225082 | gcgfv        |     61882791 | Doctor         |
|             336 | qnawb | gzkucbyifphmeuk | 382668253 | quljw        |     45994036 | Nurse          |
|             337 | oupfr | jnvoekmoyizuaii | 274049924 | ybjrx        |     68836326 | Nurse          |
|             338 | jsukp | hypngqrsrgigegn | 594626163 | nkbng        |     82922725 | Administration |
|             339 | boklq | yzeijlcxrrtghmp |  46769778 | ufwso        |     85302539 | Radiology      |
|             340 | wmfxj | nqpsbpgeptjqmha |  16652163 | zpdbn        |     78475554 | Doctor         |
|             341 | rpfka | tftxlwemdrnkewa | 884414675 | qcrmh        |     13224576 | Nurse          |
|             342 | toifl | hiwwmvkbvhurihr | 159557181 | rpioc        |     72881172 | Doctor         |
|             343 | acxdg | jxllavdcgyfacwa | 152017201 | ptbyi        |     27945320 | Nurse          |
|             344 | yejyv | sstfbegtxfdstpe | 885223572 | nbynr        |     29266489 | Administration |
|             345 | gouki | nryjvbagbzfqgzv | 485221432 | zknku        |     61307480 | Nurse          |
|             346 | ybzdi | mhutagvzwkfynyc | 758024903 | rgylg        |     36702150 | Administration |
|             347 | sddit | bbaopvvbcqdtgwf | 528823130 | tyocq        |     77156614 | Doctor         |
|             348 | wbezu | prvguladautdwth | 207135274 | ladcv        |     80365698 | Doctor         |
|             349 | jekdo | ixnxaickxqstica | 313316684 | mmtzr        |     16903340 | Nurse          |
|             350 | pspxu | lbkjdwetpeexyxu | 240226234 | zyhhn        |     19222778 | Administration |
|             351 | nokab | tzngwzgaahjpbvc |  26917801 | kzrkp        |     40070865 | Doctor         |
|             352 | jzoso | gmskjnmijqzbfks | 390641370 | wxulc        |     18587595 | Radiology      |
|             353 | kfwfs | mgzernegbhzwbur | 113923251 | xyadm        |     23373009 | Administration |
|             354 | wkjux | rddkrioufalypmq | 885697091 | ezdbl        |     89193143 | Nurse          |
|             355 | vbqyb | pffaqbuahepnjia | 404829962 | rhixm        |     41177224 | Radiology      |
|             356 | jfeom | oqqblqeuwxwgido | 955409345 | arckz        |     18937610 | Administration |
|             357 | xljyd | xnvvzxznpnhwpgk |  56491064 | jqenb        |     44147223 | Radiology      |
|             358 | bzrsw | jdxoemmexqqesff | 399292182 | zqtam        |     76381911 | Administration |
|             359 | hzqrh | sbllencjnggybql | 598102370 | hnrpa        |     65414029 | Administration |
|             360 | jqhkd | cwtfkpajvayxmva | 224325468 | ekawz        |     88272738 | Doctor         |
|             361 | wsjwf | ltuggycokjjgetb | 898112668 | zenxn        |     42435826 | Nurse          |
|             362 | uakem | rcpdanunhwxvdiu | 686592189 | kdeed        |     48166780 | Doctor         |
|             363 | rigup | mkwjoaqzartodfw | 801442332 | uwcbr        |     15216427 | Nurse          |
|             364 | zvmwc | pgfevpukazbevdq | 884656845 | fnszu        |     74118109 | Administration |
|             365 | jhxlf | rsxziqmwftrrytz | 160558344 | buxtt        |     51787903 | Radiology      |
|             366 | pvbdw | ugelrjqgujcvwao | 865385235 | zczmh        |     66068007 | Radiology      |
|             367 | dkvoj | eyclctkbunqfsca | 951368522 | jpjjv        |     36923985 | Administration |
|             368 | ptydk | wycxodybbqfnbex | 242027400 | orims        |     56815614 | Doctor         |
|             369 | xzmay | pihaulzrypzcjmk | 485941428 | knlpz        |     34866893 | Radiology      |
|             370 | mmzos | jybfqmsqcdqiwuo |  80545356 | dkpvl        |     71884764 | Doctor         |
|             371 | kibkc | rpgnyjcdhrkiiba | 148267162 | iflej        |     64635213 | Doctor         |
|             372 | pjaoq | jukmmxcbxjpirpu | 134321663 | eznxx        |     15367016 | Doctor         |
|             373 | yznoj | goyymcyvrcqlrej | 355611045 | nrazq        |     89477891 | Doctor         |
|             374 | kyynx | htbxppitxvgowkr | 862550331 | opfwt        |     28557156 | Administration |
|             375 | isesq | kweoqujamboyvje | 100029193 | liuwz        |     79493682 | Radiology      |
|             376 | yqfpn | kvdyhmblvqiuymz | 804732357 | uzrhc        |     58524394 | Doctor         |
|             377 | xzgxi | eofjjmqpgyliorn |  74541073 | jfwvf        |     81403265 | Administration |
|             378 | rdxdv | moxublhaptbjzlh | 151035382 | jyndf        |     83908281 | Administration |
|             379 | lwwuj | bobzksaxwwrwybs | 571439764 | kvfcn        |     56657754 | Nurse          |
|             380 | qulge | xavjmjjfvqvnvxp | 254118357 | akyrx        |     28242536 | Radiology      |
|             381 | pkycl | sstbafhrdiydwdd |  47720895 | xhibb        |     43802009 | Radiology      |
|             382 | bqzdc | ntycsnurqolwldu | 494428099 | szhif        |     96750259 | Doctor         |
|             383 | tagaf | xsyumtntftfaqqc | 921896714 | jjbrc        |     67512541 | Nurse          |
|             384 | knswq | eaxvwhypdgwmemj | 669431204 | fetlx        |     63305010 | Doctor         |
|             385 | fjjcd | dcbeqlyndwkuldm | 824308128 | duozq        |     43025240 | Administration |
|             386 | gzvav | fjjotewdfwtdtde | 801517019 | dqskw        |     41540342 | Administration |
|             387 | nwgwg | sqtqzwlxedubrtw | 932807361 | icevc        |     24671418 | Administration |
|             388 | vrxzc | ypjxlnizdsfsuwg | 982075045 | zwmcj        |     28953359 | Doctor         |
|             389 | thwdz | zpqvrnshelnrisy | 239798828 | exepi        |     84575606 | Radiology      |
|             390 | ccrrw | bdwhhgjzhrlstuv | 383804698 | ehbvc        |     42363097 | Doctor         |
|             391 | xljhj | hanriakbjfmxxqx | 709632044 | fcgea        |     17306651 | Doctor         |
|             392 | gcczn | qfbaftnlszsemsv | 391442449 | pwgfq        |     91829646 | Doctor         |
|             393 | lwlxo | iubrhvfhuudosyq | 529650025 | wycch        |     89125454 | Administration |
|             394 | zvtkg | oxxxcyotyteluhl | 691509693 | ozqvg        |     15479743 | Administration |
|             395 | kypea | ebtzudzwnwjgczp | 742590108 | rlgmh        |     70788687 | Radiology      |
|             396 | ipttx | wmfdbmxpnlfnuvd | 262147792 | ybsrf        |     89732930 | Administration |
|             397 | trbgt | xsopmbwnofccbba | 875103871 | tnrly        |     86838696 | Radiology      |
|             398 | hqqnu | bhjkjifzqakylog | 699547699 | ingdk        |     11605837 | Radiology      |
|             399 | gmqof | pwotemzerakygox | 250260763 | xedps        |     30843745 | Nurse          |
|             400 | yyjth | ohtusdakahpxezf | 852235184 | nltfv        |     36537163 | Nurse          |
|             401 | ftzke | dxqjfmruhxjigij | 392076451 | smiwu        |     56345406 | Administration |
|             402 | zjatw | iazbexhqcpfismk | 837874984 | sojny        |     62652066 | Administration |
|             403 | lrato | wonowmtzooiwwdv | 733645721 | qfwff        |     77679642 | Radiology      |
|             404 | fplcu | ihnptslrycornax | 978199527 | bxpqb        |     72120411 | Doctor         |
|             405 | fbhpc | toztqsiwqmqzoxc | 987917280 | bdzkk        |     16959713 | Doctor         |
|             406 | kmhba | xlrsyhnwtgkorva | 869111166 | vjurm        |     67778324 | Doctor         |
|             407 | gdluv | afyngrxjytjrrif | 889630218 | kgopi        |     55473907 | Doctor         |
|             408 | ogffq | wmtieoecjbmoyuf | 658061993 | uhzfc        |     34496978 | Doctor         |
|             409 | zwkdm | qspielaqbqzzxab | 760728912 | wqvfg        |     95572108 | Doctor         |
|             410 | rfquz | dxgtvcnvlwznpqd | 279589924 | yhfqc        |     88100250 | Nurse          |
|             411 | zbqut | dskbedhcwujaojj | 791782470 | xzsaa        |     54695493 | Doctor         |
|             412 | qiyth | skklsrswmdielnz | 264713559 | fatws        |     12036627 | Nurse          |
|             413 | deytc | cvrogyletmucmpd |  56790394 | eabvo        |     62443042 | Doctor         |
|             414 | ikqio | kdwtuexuudlkybs | 321194513 | zqmmz        |     37882700 | Doctor         |
|             415 | boixy | dxbzjgtqfrblfsz | 294899834 | xkwbb        |     82241377 | Doctor         |
|             416 | lreqp | mtsinygddplkufy | 365691645 | vyhdw        |     50948177 | Nurse          |
|             417 | illki | wawjyqgzbqtxjvp | 428796294 | hpzkm        |     63199464 | Doctor         |
|             418 | pogtj | aieogmxxeetfjnb | 187670677 | wkffd        |     54836452 | Nurse          |
|             419 | vnswx | ynmkaoglthrsjww | 278030384 | pbkjs        |     87886931 | Administration |
|             420 | zkmcb | vdgjzetillkrscj | 603692820 | ubviu        |     16668419 | Nurse          |
|             421 | ksyba | vasxzngprzqpegj | 975961233 | jvtdd        |     23927411 | Doctor         |
|             422 | nudqc | krirucmsjswtjih |  55591772 | coxaf        |     49042018 | Nurse          |
|             423 | ipiun | jgtpxgrtomovois | 335689774 | tlckf        |     41608701 | Radiology      |
|             424 | dtvay | sqwlrkxbfqpptqo | 152816723 | kwrxe        |     55873044 | Doctor         |
|             425 | ndkse | eltnltalquoxmtz | 259092477 | sfaig        |     32178460 | Radiology      |
|             426 | dxdzk | qtywnwdcufyscnj | 125244838 | sbrox        |     45119333 | Nurse          |
