mysql> \. query.sql
+-------+------------+---------------+
| name  | contact_no | date_of_visit |
| zseha | qaktq |
| zseha | icchl |
| zseha | kmtla |
| zseha | ebhnh |
| zseha | glwld |
| zseha | swvzq |
| zseha | bdbgr |
| zseha | ocffl |
| zseha | guhsu |
| zseha | lcxta |
| zseha | qgzfg |
| zseha | ildou |
| zseha | lcfdc |
| zseha | kxleh |
| zseha | vdpon |
| zseha | ytwum |
| zseha | dvdmo |
| zseha | pfvrb |
| zseha | nftji |
| eannv | dmpox |
| eannv | eghqo |
| eannv | kmtla |
| eannv | qahvf |
| eannv | hqxqn |
| eannv | jbuqk |
| eannv | ywyoy |
| eannv | vslwf |
| eannv | pjeux |
| eannv | rtxkp |
| eannv | vsopj |
| eannv | lnoto |
| eannv | crarb |
| eannv | owffm |
| eannv | skdgp |
| rjzqi | wnwrz |
| rjzqi | fyeiz |
| rjzqi | evwbz |
| rjzqi | ebhnh |
| rjzqi | domha |
| rjzqi | guhsu |
| rjzqi | wycwa |
| rjzqi | vtjpl |
| rjzqi | vodiu |
| rjzqi | ccgfh |
| rjzqi | fpiel |
| rjzqi | taiyo |
| rjzqi | zakts |
| rjzqi | ehloz |
| mgexg | dmpox |
| mgexg | hgnqc |
| mgexg | pcpwm |
| mgexg | vlpkb |
| mgexg | fdeel |
| mgexg | fcuby |
| mgexg | pynjn |
| mgexg | kojgp |
| mgexg | kxleh |
| mgexg | rvwwb |
| mgexg | lnoto |
| mgexg | nipfn |
| mgexg | jmnru |
| srmcs | wvgrz |
| srmcs | tgorv |
| srmcs | ayupz |
| srmcs | puigy |
| srmcs | kojgp |
| srmcs | ysmfn |
| srmcs | yivsd |
| srmcs | gsdpx |
| srmcs | dvdmo |
| srmcs | wurqe |
| srmcs | dejmc |
| srmcs | ureex |
| bclpv | wqlck |
| bclpv | qzjts |
| bclpv | fdeel |
| bclpv | kmtla |
| bclpv | laxpb |
| bclpv | suvqi |
| bclpv | fnpzc |
| bclpv | goptv |
| bclpv | fyfcu |
| bclpv | qqoxr |
| bclpv | ysmfn |
| bclpv | hevig |
| bclpv | zsrbh |
| bclpv | worze |
| bclpv | vysjc |
| bclpv | vyzbc |
| bclpv | kpzus |
| bclpv | etoou |
| bclpv | kplgj |
| bclpv | namtc |
| bclpv | jopid |
| bclpv | vmtaz |
| bclpv | moiim |
| dapsi | naqye |
| dapsi | abyeg |
| dapsi | tmxml |
| dapsi | tqbmt |
| dapsi | jpslb |
| dapsi | ayupz |
| dapsi | iwvxx |
| dapsi | kbopj |
| dapsi | qqoxr |
| dapsi | rtmoz |
| dapsi | rtxkp |
| dapsi | zwxxm |
| dapsi | yivsd |
| dapsi | lxgyw |
| dapsi | akhra |
| dapsi | eneua |
| dapsi | izoeo |
| abysl | naqye |
| abysl | loqyb |
| abysl | dvmoa |
| abysl | zbuiw |
| abysl | eotma |
| abysl | rtmoz |
| abysl | bvzad |
| abysl | pfvrb |
| abysl | pkbxy |
| abysl | envni |
| udkfw | evwbz |
| udkfw | qaktq |
| udkfw | ahgfg |
| udkfw | ovqfk |
| udkfw | eacbl |
| udkfw | fbatg |
| udkfw | pykbl |
| udkfw | qlywn |
| udkfw | yivsd |
| udkfw | kcybv |
| udkfw | ihqtg |
| udkfw | jkbms |
| qzhpo | fhxbm |
| qzhpo | jpslb |
| qzhpo | suvqi |
| qzhpo | uhvse |
| qzhpo | vaqmt |
| qzhpo | worze |
| qzhpo | fpiel |
| qzhpo | hlrze |
| qzhpo | clwwq |
| qzhpo | ixjrt |
| qzhpo | xpjdd |
| qzhpo | iidub |
| qzhpo | vmtaz |
| fymtr | miuvu |
| fymtr | hwgwi |
| fymtr | sinzk |
| fymtr | bgufj |
| fymtr | vsopj |
| fymtr | vysjc |
| fymtr | uecln |
| fymtr | akhra |
| fymtr | envni |
| fymtr | xpjdd |
| fymtr | mjufv |
| fymtr | lhabd |
| sfzmv | fcuby |
| sfzmv | utihg |
| sfzmv | swvzq |
| sfzmv | yqlwg |
| sfzmv | domha |
| sfzmv | suvqi |
| sfzmv | ywyoy |
| sfzmv | jevdv |
| sfzmv | rfqxs |
| sfzmv | ipcmp |
| sfzmv | wurqe |
| sfzmv | wcogs |
| sfzmv | lhabd |
| sfzmv | yoblj |
| fvhtx | icchl |
| fvhtx | hxtqb |
| fvhtx | jmhkv |
| fvhtx | khgeu |
| fvhtx | zbuiw |
| fvhtx | fnpzc |
| fvhtx | kjucm |
| fvhtx | ysmfn |
| fvhtx | izlxp |
| fvhtx | hevig |
| fvhtx | vodiu |
| fvhtx | odsrb |
| fvhtx | pehhl |
| drent | aewnw |
| drent | nzhkn |
| drent | rzyrw |
| drent | gemfd |
| nwzvg | tgorv |
| nwzvg | hqxqn |
| nwzvg | wycwa |
| nwzvg | jevdv |
| nwzvg | wikhf |
| nwzvg | ohcpw |
| nwzvg | vdpon |
| nwzvg | brbsk |
| nwzvg | taiyo |
| nwzvg | clmgr |
| nwzvg | imezx |
| ifput | ufizx |
| ifput | nktol |
| ifput | eacbl |
| ifput | pynjn |
| ifput | wycwa |
| ifput | vtjpl |
| ifput | worze |
| ifput | rxztt |
| ifput | hqrdk |
| ifput | mzwny |
| ifput | yvhpu |
| ifput | namtc |
| ifput | iidub |
| ifput | rxtrx |
| hhfht | utihg |
| hhfht | wrmeo |
| hhfht | namxz |
| hhfht | odsrb |
| hhfht | pkbxy |
| hhfht | wcogs |
| uxpzx | jocxn |
| uxpzx | jghtk |
| uxpzx | fyowf |
| uxpzx | vfune |
| uxpzx | owffm |
| uxpzx | wegzb |
| szvoa | ocffl |
| szvoa | wrmeo |
| szvoa | xdppr |
| szvoa | qgzfg |
| szvoa | bgufj |
| szvoa | dylvz |
| szvoa | vtjpl |
| szvoa | chptr |
| szvoa | rxztt |
| szvoa | lqamq |
| szvoa | igspt |
| szvoa | sbqnf |
| szvoa | rhfxs |
| cmlot | kjucm |
| cmlot | rqgmn |
| cmlot | xdppr |
| cmlot | bgufj |
| cmlot | koapj |
| cmlot | rzcti |
| cmlot | ajmcz |
| cmlot | zkdim |
| cmlot | doutw |
| cmlot | fpiel |
| cmlot | uecln |
| cmlot | amcio |
| cmlot | eketp |
| cmlot | xpepz |
| cmlot | rhfxs |
| makpo | fnpzc |
| makpo | qqhbr |
| makpo | zxksx |
| makpo | cggva |
| makpo | vodiu |
| makpo | wzuxd |
| makpo | doutw |
| makpo | dlxhu |
| makpo | hdmuc |
| makpo | kpzus |
| makpo | eketp |
| makpo | mzwny |
| makpo | kplgj |
| makpo | wcogs |
| makpo | dcxlb |
| silli | qqhbr |
| silli | zxksx |
| silli | fyfcu |
| silli | sinzk |
| silli | daffh |
| silli | dlxhu |
| silli | sbqnf |
| lilhj | cyknl |
| lilhj | namxz |
| lilhj | qlywn |
| lilhj | puigy |
| lilhj | ynahi |
| lilhj | ccgfh |
| lilhj | vysjc |
| lilhj | taiyo |
| lilhj | chptr |
| lilhj | ipcmp |
| lilhj | uecln |
| lilhj | clwwq |
| lilhj | kcybv |
| lilhj | ezmpe |
| lilhj | kplgj |
| lilhj | gpitt |
| lilhj | yexzq |
| mdoaa | rrmfe |
| mdoaa | ixjrt |
| mdoaa | okevb |
| mdoaa | brnen |
| mdoaa | dcxlb |
| mdoaa | hklxf |
| koygx | lcxta |
| koygx | lcfdc |
| koygx | elpzk |
| koygx | rteog |
| twcvk | jevdv |
| twcvk | npyou |
| twcvk | mnroh |
| twcvk | iczzp |
| twcvk | fyowf |
| twcvk | gsdpx |
| twcvk | jopid |
| fejfv | puigy |
| fejfv | xdppr |
| fejfv | wxblc |
| fejfv | npyou |
| fejfv | vwfcx |
| fejfv | mzwny |
| fejfv | brnen |
| fejfv | hvnoc |
| fejfv | yagoj |
| fejfv | lhabd |
| fejfv | pehhl |
| bhaof | xdppr |
| bhaof | wikhf |
| bhaof | pdpwo |
| bhaof | phwdf |
| bhaof | zkdim |
| bhaof | mnroh |
| bhaof | qaezz |
| onetv | zuftx |
| onetv | brnen |
| onetv | mjufv |
| onetv | imdyh |
| idzap | eotma |
| idzap | ccgfh |
| idzap | kxonc |
| idzap | izoeo |
| jjeaq | ildou |
| jjeaq | ysmfn |
| jjeaq | dvdmo |
| jjeaq | oeoqa |
| jjeaq | cqzub |
| ccfbd | dylvz |
| ccfbd | sqvil |
| ccfbd | npyou |
| ccfbd | zzzwf |
| ccfbd | lxxat |
| ccfbd | pfvrb |
| ccfbd | hvnoc |
| wmfxj | eotma |
| wmfxj | izlxp |
| wmfxj | hevig |
| wmfxj | rtmoz |
| wmfxj | rfqxs |
| wmfxj | zwxxm |
| wmfxj | lqamq |
| wmfxj | zlrnk |
| wmfxj | eneua |
| wmfxj | rvwwb |
| wmfxj | znpmb |
| wmfxj | vhvtg |
| wmfxj | namtc |
| wmfxj | wegzb |
| toifl | rtmoz |
| toifl | akhra |
| toifl | wurqe |
| toifl | imdyh |
| toifl | fwrbx |
| sddit | daffh |
| sddit | lxgyw |
| sddit | vhvtg |
| sddit | cqzub |
| sddit | ureex |
| wbezu | zuftx |
| wbezu | zlrnk |
| wbezu | clmgr |
| wbezu | fwrbx |
| wbezu | mfron |
| nokab | rtxkp |
| nokab | brbsk |
| nokab | worze |
| nokab | zlrnk |
| nokab | cfhzt |
| nokab | pehhl |
| nokab | rxtrx |
| jqhkd | ccgfh |
| jqhkd | hbatr |
| jqhkd | vwfcx |
| jqhkd | wcjao |
| jqhkd | elpzk |
| jqhkd | npqnd |
| jqhkd | oeoqa |
| jqhkd | jopid |
| uakem | hlrze |
| uakem | ihqtg |
| uakem | mzwny |
| ptydk | fyowf |
| ptydk | kxonc |
| ptydk | lxxat |
| ptydk | envni |
| ptydk | hvnoc |
| ptydk | rteog |
| mmzos | amcio |
| mmzos | jqwsd |
| mmzos | skdgp |
| kibkc | iczzp |
| kibkc | npqnd |
| kibkc | hdmuc |
| kibkc | ixjrt |
| kibkc | okevb |
| kibkc | znpmb |
| kibkc | amcdj |
| kibkc | gedfb |
| kibkc | rhfxs |
| pjaoq | brbsk |
| pjaoq | bxbkm |
| pjaoq | wcjao |
| pjaoq | cfhzt |
| pjaoq | wurqe |
| pjaoq | wegzb |
| yznoj | zsrbh |
| yznoj | zuftx |
| yznoj | pkbxy |
| yznoj | nipfn |
| yznoj | moiim |
| yqfpn | qaezz |
| yqfpn | vhvtg |
| bqzdc | gemfd |
| bqzdc | clmgr |
| bqzdc | gedfb |
| knswq | emngg |
| knswq | imezx |
| vrxzc | bxbkm |
| vrxzc | hdmuc |
| vrxzc | qaezz |
| vrxzc | zuftx |
| vrxzc | eketp |
| vrxzc | yvhpu |
| vrxzc | jmnru |
| ccrrw | rxztt |
| ccrrw | vfune |
| xljhj | ixjrt |
| xljhj | nftji |
| xljhj | yexzq |
| gcczn | kxonc |
| gcczn | dcxlb |
| fplcu | kpzus |
| fplcu | envni |
| fplcu | znpmb |
| fplcu | gpitt |
| fbhpc | cqzub |
| kmhba | slxyg |
| kmhba | izoeo |
| kmhba | iidub |
| gdluv | uecln |
| gdluv | kxonc |
| gdluv | akhra |
| gdluv | zuftx |
| gdluv | zlrnk |
| gdluv | clmgr |
| gdluv | imdyh |
| gdluv | fwrbx |
| gdluv | yexzq |
| ogffq | bvzad |
| ogffq | pmucl |
| ogffq | xpepz |
| ogffq | namtc |
| zwkdm | akhra |
| zwkdm | znpmb |
| ikqio | hqrdk |
| ikqio | lmiqn |
| ikqio | amcdj |
| ikqio | jkbms |
| ikqio | sbqnf |
| ikqio | wegzb |
| ikqio | rteog |
| boixy | pmucl |
| illki | cnhrh |
| illki | ihqtg |
| illki | lnoto |
| illki | amcdj |
| illki | yoblj |
| ksyba | ihqtg |
| ksyba | pkbxy |
| ksyba | rfhxm |
| dtvay | etoou |
| dtvay | dcxlb |
| hjeyf | slxyg |
| hjeyf | bynsy |
| gcezh | vmtaz |
| rkstz | rxtrx |
| xbfis | imezx |
| fmfxd | oeoqa |
| fmfxd | mjufv |
| fmfxd | dotix |
| kprbh | sbqnf |
| kprbh | yoblj |
| ygtjp | vmtaz |
| veowk | dcxlb |
| veowk | mfron |
| unzzo | yagoj |
| rertg | yoblj |
| jzdqj | ehloz |
| gbphl | gedfb |
| gbphl | mfron |
| chgxq | yexzq |
| chgxq | moiim |
| dtmky | moiim |
+-------+-------+
2328 rows in set (0.01 sec)

+-------+
| name  |
+-------+
| hqxqn |
| goptv |
| jghtk |
| rzcti |
| dpjdw |
| ayupz |
| zbuiw |
| iamuc |
| hgnqc |
| rkxus |
| hsubc |
| gedfb |
| eghqo |
| rhfxs |
| pqlhh |
| fwrbx |
| aufui |
| qgzfg |
| hklxf |
| qaezz |
| zopqz |
| laedn |
| zlrnk |
| qabrj |
| klraf |
| ehloz |
| zuqpw |
| mkvcl |
| puigy |
| nzbby |
| abyeg |
| wmhuf |
| kjucm |
| bxbkm |
| daffh |
| loqyb |
| ppfkh |
| zxoyz |
| swvzq |
| crarb |
| qlywn |
| lqamq |
| yoblj |
| domha |
| lhabd |
| erdit |
| bvzad |
| zuftx |
| mnroh |
| yagoj |
| enmcy |
| jfhik |
| ykyok |
| ihdvb |
| brnen |
| kxfla |
| zftpy |
| caisi |
| zssad |
| dekxm |
| dmcmb |
| vfune |
| worze |
| culxj |
| eneua |
| hskjn |
| sagxt |
| odsrb |
| vwfcx |
| yqlwg |
| owffm |
| hfoif |
| mfwdo |
| ulizs |
| koapj |
| lmiqn |
| eotma |
| hfymy |
| jswux |
| ayfuf |
| rtxkp |
| taiyo |
| lxirs |
| nktol |
| hbatr |
| mkpzy |
| zpkdo |
| hfnim |
| iayrn |
| aizar |
| pufos |
| pjeux |
| tllod |
| ypcqq |
| evwbz |
| vysjc |
| wqlck |
| ovqfk |
| ajmcz |
| rwwgr |
| wcogs |
| fyowf |
| rteog |
| tmddv |
| xeyts |
| uhvse |
| fubgo |
| rfhxm |
| jopid |
| klscl |
| igspt |
| guhsu |
| clwwq |
| okevb |
| jmnru |
| lxgyw |
| guwot |
| qzjts |
| lcfdc |
| xpepz |
| kioeg |
| ipcmp |
| pmmgh |
| irams |
| yyktx |
| kbopj |
| ncmny |
| vsopj |
| pkbxy |
| fnpzc |
| vslwf |
| oikna |
| eketp |
| wotrj |
| uvssk |
| jbuqk |
| mguan |
| cqzub |
| dvkod |
| vodiu |
| rtmoz |
| rzyrw |
| nhnml |
| puwgq |
| hvnoc |
| ixjrt |
| clmgr |
| orlwj |
| wnwrz |
| amcdj |
| izlxp |
| nwkap |
| dcxlb |
| qwwer |
| rxztt |
| jnwlm |
| kxonc |
| mzwny |
| gpitt |
| sqvil |
| namtc |
| nhzxi |
| wjxxy |
| bgufj |
| envni |
| xdppr |
| ryxdj |
| rrmfe |
| ysmfn |
| icchl |
| wvgrz |
| apdna |
| euqbt |
| pehhl |
| vhvtg |
| gjsbd |
| yvhpu |
| qqfmm |
| shsku |
| lanqt |
| cqzck |
| sbqnf |
| xlazt |
| vdpon |
| qiklj |
| arxxk |
| xnrql |
| qqoxr |
| cojgu |
| zafii |
| fdeel |
| dylvz |
| ocffl |
| utihg |
| tjhmu |
| uqvlq |
| xqwab |
| fyeiz |
| hwgwi |
| weyvm |
| pshtn |
| mfron |
| npyou |
| jwyum |
| kmtla |
| jocxn |
| lcxta |
| khgeu |
| chptr |
| lzwfb |
| ikguq |
| rdygj |
| bwtow |
| nczhc |
| bpejl |
| wcgma |
| nzhkn |
| eapql |
| vtjpl |
| trvlo |
| lmuda |
| vsssx |
| wcjao |
| hdmuc |
| xmlmq |
| hxtqb |
| jqwsd |
| xpjdd |
| zidgl |
| zzqln |
| jevdv |
| hqrdk |
| rxtrx |
| qykja |
| hezwn |
| vmoul |
| wgvfy |
| pynjn |
| pceql |
| zprpp |
| pcpwm |
| rmkkh |
| dmpox |
| izoeo |
| aewnw |
| qahvf |
| mnfdu |
| biszy |
| qivso |
| xcktv |
| yxnne |
| znpmb |
| pjhhn |
| zsrbh |
| eacbl |
| rvwwb |
| rfqxs |
| gdraa |
| skdgp |
| fpiel |
| cgabf |
| rgjbv |
| ccgfh |
| jjxfq |
| iidub |
| vxggo |
| fcuby |
| pdpwo |
| uufoo |
| evemd |
| zakts |
| wwoiw |
| emngg |
| ywyoy |
| cvewr |
| texvd |
| ucrap |
| pawst |
| mogxz |
| doutw |
| wegzb |
| flfeq |
| npqnd |
| namxz |
| ufizx |
| wrmeo |
| pegca |
| zzzwf |
| aqdqk |
| yyros |
| aiddp |
| gsdpx |
| wurqe |
| kpzus |
| elpzk |
| jmhkv |
| gdkly |
| cnhrh |
| qkzly |
| mgqhi |
| wxblc |
| imdyh |
| iczzp |
| akhra |
| mjcxh |
| jysts |
| gemfd |
| jpslb |
| gfayq |
| ebhnh |
| lnoto |
| sdufx |
| kuutw |
| oeoqa |
| askrs |
| cadlf |
| suvqi |
| vwytz |
| uelym |
| xyzbl |
| skuxl |
| hevig |
| wycwa |
| glwld |
| laxpb |
+-------+
325 rows in set (0.00 sec)

+-------+
| name  |
+-------+
| eswwa |
+-------+
1 row in set (0.00 sec)

+----------+
| count(*) |
+----------+
|       32 |
+----------+
1 row in set (0.00 sec)

mysql> \t
